区分,薬価基準収載医薬品コード,成分名,規格,,,,品名,メーカー名,診療報酬において加算等の算定対象となる後発医薬品,先発医薬品,同一剤形・規格の後発医薬品がある先発医薬品,薬価,経過措置による使用期限,備考
内用薬,1179046F1109,セルトラリン塩酸塩,２５ｍｇ１錠,,,,セルトラリン錠２５ｍｇ「ケミファ」,日本ケミファ,後発品,,,19.80 ,,
内用薬,1179046F1141,セルトラリン塩酸塩,２５ｍｇ１錠,,,,セルトラリン錠２５ｍｇ「タカタ」,高田製薬,後発品,,,19.80 ,,
内用薬,1179046F1206,セルトラリン塩酸塩,２５ｍｇ１錠,,,,セルトラリン錠２５ｍｇ「明治」,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,後発品,,,19.80 ,,
内用薬,1179046F2016,セルトラリン塩酸塩,５０ｍｇ１錠,,,,セルトラリン塩酸塩５０ｍｇ錠,,後発品,,,19.80 ,,
内用薬,1179046F2024,セルトラリン塩酸塩,５０ｍｇ１錠,,,,ジェイゾロフト錠５０ｍｇ,ヴィアトリス製薬,,先発品,○,108.50 ,,
内用薬,1179046F2040,セルトラリン塩酸塩,５０ｍｇ１錠,,,,セルトラリン錠５０ｍｇ「ＪＧ」,日本ジェネリック,後発品,,,34.00 ,,
内用薬,1179046F2148,セルトラリン塩酸塩,５０ｍｇ１錠,,,,セルトラリン錠５０ｍｇ「タカタ」,高田製薬,後発品,,,34.00 ,,
内用薬,1179046F2172,セルトラリン塩酸塩,５０ｍｇ１錠,,,,セルトラリン錠５０ｍｇ「トーワ」,東和薬品,後発品,,,34.00 ,,
内用薬,1179046F2202,セルトラリン塩酸塩,５０ｍｇ１錠,,,,セルトラリン錠５０ｍｇ「明治」,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,後発品,,,34.00 ,,
内用薬,1179046F3012,セルトラリン塩酸塩,１００ｍｇ１錠,,,,セルトラリン塩酸塩１００ｍｇ錠,,後発品,,,32.30 ,,
内用薬,1179046F3020,セルトラリン塩酸塩,１００ｍｇ１錠,,,,ジェイゾロフト錠１００ｍｇ,ヴィアトリス製薬,,先発品,○,177.20 ,,
内用薬,1179046F3055,セルトラリン塩酸塩,１００ｍｇ１錠,,,,セルトラリン錠１００ｍｇ「タカタ」,高田製薬,後発品,,,58.00 ,,
内用薬,1179046F3071,セルトラリン塩酸塩,１００ｍｇ１錠,,,,セルトラリン錠１００ｍｇ「明治」,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,後発品,,,58.00 ,,
内用薬,1179046F3098,セルトラリン塩酸塩,１００ｍｇ１錠,,,,セルトラリン錠１００ｍｇ「ＪＧ」,日本ジェネリック,後発品,,,58.00 ,,
内用薬,1179046F3101,セルトラリン塩酸塩,１００ｍｇ１錠,,,,セルトラリン錠１００ｍｇ「ＴＣＫ」,辰巳化学,後発品,,,58.00 ,,
内用薬,1179046F3110,セルトラリン塩酸塩,１００ｍｇ１錠,,,,セルトラリン錠１００ｍｇ「科研」,ダイト,後発品,,,58.00 ,,
内用薬,1179046F3128,セルトラリン塩酸塩,１００ｍｇ１錠,,,,セルトラリン錠１００ｍｇ「杏林」,キョーリンリメディオ,後発品,,,58.00 ,,
内用薬,1179046F3136,セルトラリン塩酸塩,１００ｍｇ１錠,,,,セルトラリン錠１００ｍｇ「ケミファ」,日本ケミファ,後発品,,,58.00 ,,
内用薬,1179046F3195,セルトラリン塩酸塩,１００ｍｇ１錠,,,,セルトラリン錠１００ｍｇ「トーワ」,東和薬品,後発品,,,58.00 ,,
内用薬,1179046F4019,セルトラリン塩酸塩,２５ｍｇ１錠,,,,セルトラリン塩酸塩２５ｍｇ口腔内崩壊錠,,後発品,,,12.50 ,,
内用薬,1179046F4027,セルトラリン塩酸塩,２５ｍｇ１錠,,,,ジェイゾロフトＯＤ錠２５ｍｇ,ヴィアトリス製薬,,先発品,○,63.90 ,,
内用薬,1179046F5015,セルトラリン塩酸塩,５０ｍｇ１錠,,,,セルトラリン塩酸塩５０ｍｇ口腔内崩壊錠,,後発品,,,19.80 ,,
内用薬,1179046F5023,セルトラリン塩酸塩,５０ｍｇ１錠,,,,ジェイゾロフトＯＤ錠５０ｍｇ,ヴィアトリス製薬,,先発品,○,108.50 ,,
内用薬,1179046F5040,セルトラリン塩酸塩,５０ｍｇ１錠,,,,セルトラリンＯＤ錠５０ｍｇ「トーワ」,東和薬品,後発品,,,34.00 ,,
内用薬,1179046F6020,セルトラリン塩酸塩,１００ｍｇ１錠,,,,ジェイゾロフトＯＤ錠１００ｍｇ,ヴィアトリス製薬,,先発品,○,177.20 ,,
内用薬,1179046F6038,セルトラリン塩酸塩,１００ｍｇ１錠,,,,セルトラリンＯＤ錠１００ｍｇ「トーワ」,東和薬品,後発品,,,58.00 ,,
内用薬,1179047F1022,モダフィニル,１００ｍｇ１錠,,,,モディオダール錠１００ｍｇ,アルフレッサファーマ,,先発品,,344.10 ,,
内用薬,1179048B1025,ブロナンセリン,２％１ｇ,,,,ロナセン散２％,住友ファーマ,,先発品,○,514.80 ,,
内用薬,1179048B1033,ブロナンセリン,２％１ｇ,,,,ブロナンセリン散２％「ＤＳＰＢ」,住友ファーマプロモ,後発品,,,158.40 ,,
内用薬,1179048B1041,ブロナンセリン,２％１ｇ,,,,ブロナンセリン散２％「アメル」,共和薬品工業,後発品,,,158.40 ,,
内用薬,1179048B1050,ブロナンセリン,２％１ｇ,,,,ブロナンセリン散２％「サワイ」,沢井製薬,後発品,,,158.40 ,,
内用薬,1179048F1019,ブロナンセリン,２ｍｇ１錠,,,,ブロナンセリン２ｍｇ錠,,後発品,,,11.30 ,,
内用薬,1179048F1027,ブロナンセリン,２ｍｇ１錠,,,,ロナセン錠２ｍｇ,住友ファーマ,,先発品,○,56.10 ,,
内用薬,1179048F1035,ブロナンセリン,２ｍｇ１錠,,,,ブロナンセリン錠２ｍｇ「ＤＳＥＰ」,第一三共エスファ,後発品,,,15.40 ,,
内用薬,1179048F1043,ブロナンセリン,２ｍｇ１錠,,,,ブロナンセリン錠２ｍｇ「ＤＳＰＢ」,住友ファーマプロモ,後発品,,,15.40 ,,
内用薬,1179048F1060,ブロナンセリン,２ｍｇ１錠,,,,ブロナンセリン錠２ｍｇ「ＹＤ」,陽進堂,後発品,,,15.40 ,,
内用薬,1179048F1086,ブロナンセリン,２ｍｇ１錠,,,,ブロナンセリン錠２ｍｇ「サワイ」,沢井製薬,後発品,,,15.40 ,,
内用薬,1179048F1094,ブロナンセリン,２ｍｇ１錠,,,,ブロナンセリン錠２ｍｇ「タカタ」,高田製薬,後発品,,,15.40 ,,
内用薬,1179048F1108,ブロナンセリン,２ｍｇ１錠,,,,ブロナンセリン錠２ｍｇ「トーワ」,東和薬品,後発品,,,15.40 ,,
内用薬,1179048F1116,ブロナンセリン,２ｍｇ１錠,,,,ブロナンセリン錠２ｍｇ「日医工」,日医工,後発品,,,15.40 ,,
内用薬,1179048F1124,ブロナンセリン,２ｍｇ１錠,,,,ブロナンセリン錠２ｍｇ「ニプロ」,ニプロ,後発品,,,15.40 ,,
内用薬,1179048F2015,ブロナンセリン,４ｍｇ１錠,,,,ブロナンセリン４ｍｇ錠,,後発品,,,28.00 ,,
内用薬,1179048F2023,ブロナンセリン,４ｍｇ１錠,,,,ロナセン錠４ｍｇ,住友ファーマ,,先発品,○,104.90 ,,
内用薬,1179048F2090,ブロナンセリン,４ｍｇ１錠,,,,ブロナンセリン錠４ｍｇ「タカタ」,高田製薬,後発品,,,34.20 ,,
内用薬,1179048F3011,ブロナンセリン,８ｍｇ１錠,,,,ブロナンセリン８ｍｇ錠,,後発品,,,38.60 ,,
内用薬,1179048F3020,ブロナンセリン,８ｍｇ１錠,,,,ロナセン錠８ｍｇ,住友ファーマ,,先発品,○,193.40 ,,
内用薬,1179048F3038,ブロナンセリン,８ｍｇ１錠,,,,ブロナンセリン錠８ｍｇ「ＤＳＥＰ」,第一三共エスファ,後発品,,,59.10 ,,
内用薬,1179048F3046,ブロナンセリン,８ｍｇ１錠,,,,ブロナンセリン錠８ｍｇ「ＤＳＰＢ」,住友ファーマプロモ,後発品,,,59.10 ,,
内用薬,1179048F3097,ブロナンセリン,８ｍｇ１錠,,,,ブロナンセリン錠８ｍｇ「タカタ」,高田製薬,後発品,,,59.10 ,,
内用薬,1179048F3100,ブロナンセリン,８ｍｇ１錠,,,,ブロナンセリン錠８ｍｇ「トーワ」,東和薬品,後発品,,,59.10 ,,
内用薬,1179048F3127,ブロナンセリン,８ｍｇ１錠,,,,ブロナンセリン錠８ｍｇ「ニプロ」,ニプロ,後発品,,,59.10 ,,
内用薬,1179049F1021,クロザピン,２５ｍｇ１錠,,,,クロザリル錠２５ｍｇ,ノバルティス　ファーマ,,先発品,,89.30 ,,
内用薬,1179049F2028,クロザピン,１００ｍｇ１錠,,,,クロザリル錠１００ｍｇ,ノバルティス　ファーマ,,先発品,,314.90 ,,
内用薬,1179050F1024,アトモキセチン塩酸塩,５ｍｇ１錠,,,,アトモキセチン錠５ｍｇ「ＤＳＥＰ」,第一三共エスファ,後発品,,,66.50 ,,
内用薬,1179050F1032,アトモキセチン塩酸塩,５ｍｇ１錠,,,,アトモキセチン錠５ｍｇ「タカタ」,高田製薬,後発品,,,66.50 ,,
内用薬,1179050F1040,アトモキセチン塩酸塩,５ｍｇ１錠,,,,アトモキセチン錠５ｍｇ「トーワ」,東和薬品,後発品,,,66.50 ,,
内用薬,1179050F1059,アトモキセチン塩酸塩,５ｍｇ１錠,,,,アトモキセチン錠５ｍｇ「ニプロ」,ニプロ,後発品,,,66.50 ,,
内用薬,1179050F1067,アトモキセチン塩酸塩,５ｍｇ１錠,,,,アトモキセチン錠５ｍｇ「ＪＧ」,日本ジェネリック,後発品,,,66.50 ,,
内用薬,1179050F2020,アトモキセチン塩酸塩,１０ｍｇ１錠,,,,アトモキセチン錠１０ｍｇ「ＤＳＥＰ」,第一三共エスファ,後発品,,,76.80 ,,
内用薬,1179050F2039,アトモキセチン塩酸塩,１０ｍｇ１錠,,,,アトモキセチン錠１０ｍｇ「タカタ」,高田製薬,後発品,,,76.80 ,,
内用薬,1179050F2047,アトモキセチン塩酸塩,１０ｍｇ１錠,,,,アトモキセチン錠１０ｍｇ「トーワ」,東和薬品,後発品,,,76.80 ,,
内用薬,1179050F2055,アトモキセチン塩酸塩,１０ｍｇ１錠,,,,アトモキセチン錠１０ｍｇ「ニプロ」,ニプロ,後発品,,,76.80 ,,
内用薬,1179050F2063,アトモキセチン塩酸塩,１０ｍｇ１錠,,,,アトモキセチン錠１０ｍｇ「ＪＧ」,日本ジェネリック,後発品,,,76.80 ,,
内用薬,1179050F3027,アトモキセチン塩酸塩,２５ｍｇ１錠,,,,アトモキセチン錠２５ｍｇ「ＤＳＥＰ」,第一三共エスファ,後発品,,,96.50 ,,
内用薬,1179050F3035,アトモキセチン塩酸塩,２５ｍｇ１錠,,,,アトモキセチン錠２５ｍｇ「タカタ」,高田製薬,後発品,,,96.50 ,,
内用薬,1179050F3043,アトモキセチン塩酸塩,２５ｍｇ１錠,,,,アトモキセチン錠２５ｍｇ「トーワ」,東和薬品,後発品,,,96.50 ,,
内用薬,1179050F3051,アトモキセチン塩酸塩,２５ｍｇ１錠,,,,アトモキセチン錠２５ｍｇ「ニプロ」,ニプロ,後発品,,,96.50 ,,
内用薬,1179050F3060,アトモキセチン塩酸塩,２５ｍｇ１錠,,,,アトモキセチン錠２５ｍｇ「ＪＧ」,日本ジェネリック,後発品,,,96.50 ,,
内用薬,1179050F4023,アトモキセチン塩酸塩,４０ｍｇ１錠,,,,アトモキセチン錠４０ｍｇ「ＤＳＥＰ」,第一三共エスファ,後発品,,,104.00 ,,
内用薬,1179050F4031,アトモキセチン塩酸塩,４０ｍｇ１錠,,,,アトモキセチン錠４０ｍｇ「タカタ」,高田製薬,後発品,,,104.00 ,,
内用薬,1179050F4040,アトモキセチン塩酸塩,４０ｍｇ１錠,,,,アトモキセチン錠４０ｍｇ「トーワ」,東和薬品,後発品,,,104.00 ,,
内用薬,1179050F4058,アトモキセチン塩酸塩,４０ｍｇ１錠,,,,アトモキセチン錠４０ｍｇ「ニプロ」,ニプロ,後発品,,,104.00 ,,
内用薬,1179050F4066,アトモキセチン塩酸塩,４０ｍｇ１錠,,,,アトモキセチン錠４０ｍｇ「ＪＧ」,日本ジェネリック,後発品,,,104.00 ,,
内用薬,1179050M1023,アトモキセチン塩酸塩,５ｍｇ１カプセル,,,,ストラテラカプセル５ｍｇ,日本イーライリリー,,先発品,○,156.70 ,,
内用薬,1179050M1031,アトモキセチン塩酸塩,５ｍｇ１カプセル,,,,アトモキセチンカプセル５ｍｇ「サワイ」,沢井製薬,後発品,,,66.50 ,,
内用薬,1179050M1040,アトモキセチン塩酸塩,５ｍｇ１カプセル,,,,アトモキセチンカプセル５ｍｇ「日医工」,日医工,後発品,,,66.50 ,,
内用薬,1179050M1058,アトモキセチン塩酸塩,５ｍｇ１カプセル,,,,アトモキセチンカプセル５ｍｇ「ファイザー」,マイランＥＰＤ,後発品,,,66.50 ,R5.3.31まで,
内用薬,1179050M1066,アトモキセチン塩酸塩,５ｍｇ１カプセル,,,,アトモキセチンカプセル５ｍｇ「アメル」,共和薬品工業,後発品,,,66.50 ,,
内用薬,1179050M1074,アトモキセチン塩酸塩,５ｍｇ１カプセル,,,,アトモキセチンカプセル５ｍｇ「ＶＴＲＳ」,マイランＥＰＤ,後発品,,,66.50 ,,R4.4.20収載
内用薬,1179050M2020,アトモキセチン塩酸塩,１０ｍｇ１カプセル,,,,ストラテラカプセル１０ｍｇ,日本イーライリリー,,先発品,○,187.60 ,,
内用薬,1179050M2038,アトモキセチン塩酸塩,１０ｍｇ１カプセル,,,,アトモキセチンカプセル１０ｍｇ「サワイ」,沢井製薬,後発品,,,76.80 ,,
内用薬,1179050M2046,アトモキセチン塩酸塩,１０ｍｇ１カプセル,,,,アトモキセチンカプセル１０ｍｇ「日医工」,日医工,後発品,,,76.80 ,,
内用薬,1179050M2054,アトモキセチン塩酸塩,１０ｍｇ１カプセル,,,,アトモキセチンカプセル１０ｍｇ「ファイザー」,マイランＥＰＤ,後発品,,,76.80 ,R5.3.31まで,
内用薬,1179050M2062,アトモキセチン塩酸塩,１０ｍｇ１カプセル,,,,アトモキセチンカプセル１０ｍｇ「アメル」,共和薬品工業,後発品,,,76.80 ,,
内用薬,1179050M2070,アトモキセチン塩酸塩,１０ｍｇ１カプセル,,,,アトモキセチンカプセル１０ｍｇ「ＶＴＲＳ」,マイランＥＰＤ,後発品,,,76.80 ,,R4.4.20収載
内用薬,1179050M3026,アトモキセチン塩酸塩,２５ｍｇ１カプセル,,,,ストラテラカプセル２５ｍｇ,日本イーライリリー,,先発品,○,236.10 ,,
内用薬,1179050M3034,アトモキセチン塩酸塩,２５ｍｇ１カプセル,,,,アトモキセチンカプセル２５ｍｇ「サワイ」,沢井製薬,後発品,,,96.50 ,,
内用薬,1179050M3042,アトモキセチン塩酸塩,２５ｍｇ１カプセル,,,,アトモキセチンカプセル２５ｍｇ「日医工」,日医工,後発品,,,96.50 ,,
内用薬,1179050M3050,アトモキセチン塩酸塩,２５ｍｇ１カプセル,,,,アトモキセチンカプセル２５ｍｇ「ファイザー」,マイランＥＰＤ,後発品,,,96.50 ,R5.3.31まで,
内用薬,1179050M3069,アトモキセチン塩酸塩,２５ｍｇ１カプセル,,,,アトモキセチンカプセル２５ｍｇ「アメル」,共和薬品工業,後発品,,,96.50 ,,
内用薬,1179050M3077,アトモキセチン塩酸塩,２５ｍｇ１カプセル,,,,アトモキセチンカプセル２５ｍｇ「ＶＴＲＳ」,マイランＥＰＤ,後発品,,,96.50 ,,R4.4.20収載
内用薬,1179050M4022,アトモキセチン塩酸塩,４０ｍｇ１カプセル,,,,ストラテラカプセル４０ｍｇ,日本イーライリリー,,先発品,○,274.10 ,,
内用薬,1179050M4030,アトモキセチン塩酸塩,４０ｍｇ１カプセル,,,,アトモキセチンカプセル４０ｍｇ「サワイ」,沢井製薬,後発品,,,104.00 ,,
内用薬,1179050M4049,アトモキセチン塩酸塩,４０ｍｇ１カプセル,,,,アトモキセチンカプセル４０ｍｇ「日医工」,日医工,後発品,,,104.00 ,,
内用薬,1179050M4057,アトモキセチン塩酸塩,４０ｍｇ１カプセル,,,,アトモキセチンカプセル４０ｍｇ「ファイザー」,マイランＥＰＤ,後発品,,,104.00 ,R5.3.31まで,
内用薬,1179050M4065,アトモキセチン塩酸塩,４０ｍｇ１カプセル,,,,アトモキセチンカプセル４０ｍｇ「アメル」,共和薬品工業,後発品,,,104.00 ,,
内用薬,1179050M4073,アトモキセチン塩酸塩,４０ｍｇ１カプセル,,,,アトモキセチンカプセル４０ｍｇ「ＶＴＲＳ」,マイランＥＰＤ,後発品,,,104.00 ,,R4.4.20収載
内用薬,1179050S1022,アトモキセチン塩酸塩,０．４％１ｍＬ,,,,ストラテラ内用液０．４％,日本イーライリリー,,先発品,○,120.60 ,,
内用薬,1179050S1030,アトモキセチン塩酸塩,０．４％１ｍＬ,,,,アトモキセチン内用液０．４％「トーワ」,東和薬品,後発品,,,55.10 ,,
内用薬,1179050S1049,アトモキセチン塩酸塩,０．４％１ｍＬ,,,,アトモキセチン内用液０．４％「ニプロ」,ニプロ,後発品,,,55.10 ,,
内用薬,1179050S1057,アトモキセチン塩酸塩,０．４％１ｍＬ,,,,アトモキセチン内用液０．４％「ＪＧ」,日本ジェネリック,後発品,,,55.10 ,,
内用薬,1179051F1010,ミルタザピン,１５ｍｇ１錠,,,,ミルタザピン１５ｍｇ錠,,後発品,,,19.30 ,,
内用薬,1179051F1029,ミルタザピン,１５ｍｇ１錠,,,,リフレックス錠１５ｍｇ,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,,先発品,○,100.00 ,,
内用薬,1179051F1037,ミルタザピン,１５ｍｇ１錠,,,,レメロン錠１５ｍｇ,オルガノン,,先発品,○,95.90 ,,
内用薬,1179051F1053,ミルタザピン,１５ｍｇ１錠,,,,ミルタザピン錠１５ｍｇ「ＪＧ」,長生堂製薬,後発品,,,32.20 ,,
内用薬,1179051F1096,ミルタザピン,１５ｍｇ１錠,,,,ミルタザピン錠１５ｍｇ「共創未来」,共創未来ファーマ,後発品,,,32.20 ,,
内用薬,1179051F1126,ミルタザピン,１５ｍｇ１錠,,,,ミルタザピン錠１５ｍｇ「サワイ」,沢井製薬,後発品,,,25.50 ,,
内用薬,1179051F1134,ミルタザピン,１５ｍｇ１錠,,,,ミルタザピン錠１５ｍｇ「武田テバ」,武田テバファーマ,後発品,,,25.50 ,R5.3.31まで,
内用薬,1179051F1142,ミルタザピン,１５ｍｇ１錠,,,,ミルタザピン錠１５ｍｇ「トーワ」,東和薬品,後発品,,,25.50 ,,
